Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
DeMMO6_66	k__Bacteria (UID203)	5449	104	58	69	35	0	0	0	0	50.00	0.00	0.00
DeMMO6_67	k__Bacteria (UID203)	5449	102	56	70	32	0	0	0	0	49.11	0.00	0.00
DeMMO6_68	c__Deltaproteobacteria (UID3217)	62	280	168	141	138	1	0	0	0	48.89	0.60	100.00
DeMMO6_69	k__Bacteria (UID1452)	924	163	110	85	77	1	0	0	0	48.16	0.91	0.00
DeMMO6_7	k__Bacteria (UID2328)	3167	126	75	1	123	2	0	0	0	98.67	0.89	0.00
DeMMO6_70	k__Bacteria (UID203)	5449	104	58	63	38	3	0	0	0	46.55	5.17	100.00
DeMMO6_71	p__Firmicutes (UID239)	1324	175	101	104	68	2	1	0	0	43.88	2.05	20.00
DeMMO6_72	c__Deltaproteobacteria (UID3216)	83	247	155	147	100	0	0	0	0	41.27	0.00	0.00
DeMMO6_73	k__Bacteria (UID2565)	2921	143	88	73	63	7	0	0	0	40.28	4.72	0.00
DeMMO6_74	k__Bacteria (UID1452)	924	163	110	97	63	3	0	0	0	40.24	2.73	0.00
DeMMO6_75	c__Deltaproteobacteria (UID3217)	62	280	168	157	122	1	0	0	0	39.20	0.60	0.00
DeMMO6_76	k__Bacteria (UID203)	5449	104	58	77	26	1	0	0	0	34.40	1.72	0.00
DeMMO6_77	p__Firmicutes (UID239)	1324	173	101	98	69	6	0	0	0	33.65	4.95	0.00
DeMMO6_78	k__Bacteria (UID1452)	924	161	108	106	54	1	0	0	0	33.33	0.10	0.00
DeMMO6_79	c__Deltaproteobacteria (UID3216)	83	247	155	139	101	7	0	0	0	33.31	0.78	14.29
DeMMO6_8	k__Bacteria (UID1453)	901	171	117	3	167	1	0	0	0	97.86	0.85	0.00
DeMMO6_80	p__Firmicutes (UID239)	1324	176	102	104	71	1	0	0	0	33.13	0.49	0.00
DeMMO6_81	k__Bacteria (UID203)	5449	104	58	77	27	0	0	0	0	32.52	0.00	0.00
DeMMO6_82	k__Bacteria (UID203)	5449	104	58	77	27	0	0	0	0	32.05	0.00	0.00
DeMMO6_83	k__Bacteria (UID203)	5449	104	58	78	26	0	0	0	0	31.88	0.00	0.00
DeMMO6_84	c__Deltaproteobacteria (UID3216)	83	247	155	150	97	0	0	0	0	31.15	0.00	0.00
DeMMO6_85	k__Bacteria (UID203)	5449	104	58	79	25	0	0	0	0	30.09	0.00	0.00
DeMMO6_86	k__Bacteria (UID203)	5449	104	58	79	25	0	0	0	0	29.62	0.00	0.00
DeMMO6_87	k__Bacteria (UID1452)	924	163	110	104	51	8	0	0	0	29.53	2.21	0.00
DeMMO6_88	p__Firmicutes (UID239)	1324	175	101	93	66	16	0	0	0	28.02	4.80	31.25
DeMMO6_89	k__Bacteria (UID1452)	924	161	108	112	43	6	0	0	0	27.03	1.81	0.00
DeMMO6_9	k__Bacteria (UID2569)	434	278	186	5	271	2	0	0	0	97.31	1.08	0.00
DeMMO6_90	k__Bacteria (UID3187)	2258	190	119	120	67	3	0	0	0	22.93	0.14	0.00
DeMMO6_91	k__Bacteria (UID203)	5449	103	57	89	13	1	0	0	0	22.81	1.75	100.00
DeMMO6_92	c__Deltaproteobacteria (UID3218)	61	284	169	187	94	3	0	0	0	22.35	1.22	33.33
DeMMO6_93	c__Deltaproteobacteria (UID3216)	83	247	155	182	65	0	0	0	0	20.94	0.00	0.00
DeMMO6_94	c__Deltaproteobacteria (UID3217)	62	280	168	206	66	8	0	0	0	18.21	1.62	0.00
DeMMO6_95	c__Deltaproteobacteria (UID3216)	83	247	155	194	49	4	0	0	0	17.46	1.94	0.00
DeMMO6_96	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	15.83	0.00	0.00
DeMMO6_97	k__Bacteria (UID203)	5449	104	58	93	11	0	0	0	0	15.52	0.00	0.00
DeMMO6_98	k__Bacteria (UID1452)	924	163	110	125	37	1	0	0	0	14.50	0.91	0.00
DeMMO6_99	k__Bacteria (UID203)	5449	104	58	95	9	0	0	0	0	13.79	0.00	0.00
