Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
SW_36	k__Bacteria (UID3187)	2258	181	110	63	102	9	7	0	0	70.57	4.55	20.00
SW_37	k__Bacteria (UID2565)	2921	143	88	44	97	2	0	0	0	68.74	2.27	0.00
SW_38	k__Bacteria (UID2565)	2921	144	89	59	79	6	0	0	0	67.70	5.62	16.67
SW_39	c__Gammaproteobacteria (UID4388)	66	444	262	153	271	20	0	0	0	66.17	5.17	5.00
SW_4	k__Bacteria (UID1453)	901	171	117	3	157	11	0	0	0	97.44	4.84	0.00
SW_40	k__Bacteria (UID2982)	88	230	148	78	147	5	0	0	0	64.88	1.95	0.00
SW_41	k__Bacteria (UID2495)	2993	147	91	37	109	1	0	0	0	64.47	0.55	100.00
SW_42	c__Gammaproteobacteria (UID4266)	1097	269	171	94	172	3	0	0	0	62.78	0.26	0.00
SW_43	k__Bacteria (UID2565)	2921	142	87	48	93	1	0	0	0	62.58	1.15	0.00
SW_44	k__Bacteria (UID203)	5449	103	57	60	43	0	0	0	0	62.28	0.00	0.00
SW_45	k__Bacteria (UID2565)	2921	143	88	44	98	1	0	0	0	61.93	1.14	0.00
SW_46	o__Sphingomonadales (UID3310)	26	569	293	225	342	2	0	0	0	61.15	0.68	0.00
SW_47	k__Bacteria (UID203)	5449	104	58	63	41	0	0	0	0	60.34	0.00	0.00
SW_48	p__Bacteroidetes (UID2605)	350	316	210	114	201	1	0	0	0	59.52	0.48	0.00
SW_49	k__Bacteria (UID2495)	2993	147	91	65	82	0	0	0	0	59.13	0.00	0.00
SW_5	k__Bacteria (UID1453)	901	171	117	3	158	9	1	0	0	97.44	3.56	8.33
SW_50	k__Bacteria (UID203)	5449	104	58	60	44	0	0	0	0	57.73	0.00	0.00
SW_51	c__Gammaproteobacteria (UID4443)	356	451	270	177	232	42	0	0	0	57.25	8.83	0.00
SW_52	k__Bacteria (UID2569)	434	278	186	107	160	11	0	0	0	57.01	1.22	9.09
SW_53	k__Bacteria (UID203)	5449	104	58	64	40	0	0	0	0	56.90	0.00	0.00
SW_54	k__Bacteria (UID2982)	88	229	148	107	118	4	0	0	0	56.73	1.69	0.00
SW_55	k__Bacteria (UID3060)	138	338	246	122	213	3	0	0	0	56.71	1.02	0.00
SW_56	o__Rickettsiales (UID3809)	83	324	211	147	168	9	0	0	0	55.86	2.61	0.00
SW_57	k__Bacteria (UID203)	5449	104	58	65	36	3	0	0	0	55.17	3.45	66.67
SW_58	k__Bacteria (UID3187)	2258	188	117	77	111	0	0	0	0	55.07	0.00	0.00
SW_59	k__Bacteria (UID3187)	2258	190	119	63	126	1	0	0	0	54.62	0.84	0.00
SW_6	p__Bacteroidetes (UID2605)	350	316	210	9	306	1	0	0	0	97.12	0.48	0.00
SW_60	c__Gammaproteobacteria (UID4201)	1164	275	174	104	166	5	0	0	0	54.41	1.82	0.00
SW_61	o__Rhizobiales (UID3447)	356	413	248	203	206	4	0	0	0	51.93	1.41	0.00
SW_62	k__Bacteria (UID2565)	2921	143	87	58	79	6	0	0	0	50.06	1.49	0.00
SW_63	c__Betaproteobacteria (UID3959)	235	419	211	218	197	4	0	0	0	48.27	0.98	0.00
SW_64	k__Bacteria (UID2565)	2921	142	87	71	63	8	0	0	0	47.65	9.20	37.50
SW_65	k__Bacteria (UID203)	5449	104	58	75	26	3	0	0	0	46.55	5.17	66.67
SW_66	p__Bacteroidetes (UID2605)	350	316	210	160	144	12	0	0	0	45.27	4.29	0.00
SW_67	k__Bacteria (UID3187)	2258	182	112	95	87	0	0	0	0	42.30	0.00	0.00
SW_68	k__Bacteria (UID1453)	901	171	117	89	81	1	0	0	0	41.98	0.14	0.00
SW_69	k__Bacteria (UID203)	5449	104	58	76	27	1	0	0	0	40.00	1.72	100.00
SW_7	k__Bacteria (UID2982)	88	230	148	5	223	1	1	0	0	96.96	2.03	25.00
SW_70	k__Bacteria (UID2982)	88	230	148	140	87	2	1	0	0	39.69	2.70	0.00
SW_71	k__Bacteria (UID3060)	138	338	246	188	135	15	0	0	0	39.64	2.88	0.00
SW_72	k__Bacteria (UID203)	5449	104	58	75	23	6	0	0	0	38.97	6.03	0.00
SW_73	k__Bacteria (UID203)	5449	104	58	74	27	3	0	0	0	38.97	4.31	33.33
SW_74	k__Bacteria (UID3187)	2258	188	117	125	56	6	1	0	0	38.10	6.84	0.00
SW_75	k__Bacteria (UID1452)	924	163	110	96	66	1	0	0	0	36.04	0.91	0.00
SW_76	k__Bacteria (UID203)	5449	103	57	83	18	2	0	0	0	30.86	3.51	0.00
SW_77	k__Bacteria (UID203)	5449	104	58	59	20	24	1	0	0	29.25	7.62	96.30
SW_78	k__Bacteria (UID203)	5449	103	57	51	36	16	0	0	0	27.91	5.74	0.00
SW_79	k__Bacteria (UID203)	5449	103	57	85	18	0	0	0	0	27.19	0.00	0.00
SW_8	p__Bacteroidetes (UID2605)	350	316	210	9	306	1	0	0	0	95.95	0.48	0.00
SW_80	k__Bacteria (UID203)	5449	104	58	88	13	3	0	0	0	25.86	5.17	33.33
SW_81	c__Gammaproteobacteria (UID4443)	356	451	270	339	104	7	1	0	0	24.62	2.96	10.00
SW_82	o__Rickettsiales (UID3809)	83	324	211	253	71	0	0	0	0	23.73	0.00	0.00
SW_83	c__Gammaproteobacteria (UID4266)	1097	270	172	187	70	13	0	0	0	23.69	2.68	0.00
SW_84	k__Bacteria (UID3060)	138	338	246	236	99	1	2	0	0	23.24	1.22	0.00
SW_85	o__Actinomycetales (UID1593)	69	400	198	293	95	12	0	0	0	21.68	1.03	0.00
SW_86	k__Bacteria (UID203)	5449	104	58	87	17	0	0	0	0	21.55	0.00	0.00
SW_87	k__Bacteria (UID203)	5449	103	57	65	23	14	1	0	0	21.05	9.01	29.41
SW_88	k__Bacteria (UID2495)	2993	143	89	92	50	1	0	0	0	21.03	0.10	0.00
SW_89	k__Bacteria (UID203)	5449	104	58	90	12	1	1	0	0	20.69	5.17	50.00
SW_9	k__Bacteria (UID1453)	901	171	117	5	160	6	0	0	0	95.73	0.57	0.00
SW_90	k__Bacteria (UID2495)	2993	147	91	114	31	2	0	0	0	20.44	1.10	0.00
SW_91	k__Bacteria (UID203)	5449	104	58	87	17	0	0	0	0	18.97	0.00	0.00
SW_92	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	18.97	0.00	0.00
SW_93	c__Alphaproteobacteria (UID3305)	564	349	230	269	78	2	0	0	0	18.04	0.65	0.00
