Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
WC_48	o__Sphingomonadales (UID3310)	26	569	293	445	123	1	0	0	0	21.61	0.34	0.00
WC_49	o__Rickettsiales (UID3809)	83	324	211	245	65	10	2	1	1	21.57	6.71	0.00
WC_5	k__Bacteria (UID203)	5449	104	58	61	42	1	0	0	0	66.38	1.72	0.00
WC_50	k__Bacteria (UID203)	5449	104	58	91	12	1	0	0	0	20.69	1.72	100.00
WC_51	k__Bacteria (UID203)	5449	104	58	85	19	0	0	0	0	20.61	0.00	0.00
WC_52	k__Bacteria (UID203)	5449	104	58	91	13	0	0	0	0	19.12	0.00	0.00
WC_53	k__Bacteria (UID203)	5449	103	58	85	18	0	0	0	0	19.04	0.00	0.00
WC_54	k__Bacteria (UID203)	5449	104	58	91	12	1	0	0	0	16.88	1.72	0.00
WC_55	k__Bacteria (UID203)	5449	104	58	90	14	0	0	0	0	16.38	0.00	0.00
WC_56	k__Bacteria (UID203)	5449	104	58	82	22	0	0	0	0	16.22	0.00	0.00
WC_57	k__Bacteria (UID203)	5449	104	58	86	18	0	0	0	0	15.91	0.00	0.00
WC_58	k__Bacteria (UID203)	5449	104	58	93	11	0	0	0	0	14.81	0.00	0.00
WC_59	k__Bacteria (UID203)	5449	104	58	79	21	4	0	0	0	14.66	1.38	50.00
WC_6	o__Burkholderiales (UID4001)	108	570	250	194	363	13	0	0	0	65.31	2.76	23.08
WC_60	k__Bacteria (UID203)	5449	104	58	95	8	1	0	0	0	13.79	1.72	0.00
WC_7	k__Bacteria (UID1453)	901	171	117	52	118	1	0	0	0	64.95	0.85	0.00
WC_8	k__Bacteria (UID2982)	88	230	148	81	147	2	0	0	0	61.72	0.37	0.00
WC_9	k__Bacteria (UID2565)	2921	152	93	52	98	2	0	0	0	60.44	1.17	0.00
